# Generated by cmd/dp-string-census (make string-census-update). Do not edit by hand.
# C player-facing segments no Go segment contains (port gaps).
# columns: segment	file:line	sink	function
Interesting Direction.	src/act.offensive.c:818	send_to_char	do_shoot
You must wield a bow or sling to fire a projectile.	src/act.offensive.c:826	send_to_char	do_shoot
Alas, you cannot shoot that way...	src/act.offensive.c:839	send_to_char	do_shoot
You feel too peaceful to contemplate violence.	src/act.offensive.c:858	send_to_char	do_shoot
Twang...	src/act.offensive.c:868	send_to_char	do_shoot
Maybe that isn't such a great idea...	src/act.offensive.c:883	send_to_char	do_shoot
You cannot see well enough to aim...	src/act.offensive.c:898	send_to_char	do_shoot
Some kind of	src/act.offensive.c:935	buffered:sprintf	do_shoot
and strikes	src/act.offensive.c:935	buffered:sprintf	do_shoot
streaks in from	src/act.offensive.c:935	buffered:sprintf	do_shoot
You decide to go investigate...	src/act.offensive.c:947	send_to_char	do_shoot
Some kind of	src/act.offensive.c:961	buffered:sprintf	do_shoot
and hits you!	src/act.offensive.c:961	buffered:sprintf	do_shoot
streaks in from	src/act.offensive.c:961	buffered:sprintf	do_shoot
Some kind of	src/act.offensive.c:964	buffered:sprintf	do_shoot
and strikes	src/act.offensive.c:964	buffered:sprintf	do_shoot
streaks in from	src/act.offensive.c:964	buffered:sprintf	do_shoot
Some kind of	src/act.offensive.c:980	buffered:sprintf	do_shoot
streaks in from	src/act.offensive.c:980	buffered:sprintf	do_shoot
Some kind of	src/act.offensive.c:983	buffered:sprintf	do_shoot
and narrowly misses	src/act.offensive.c:983	buffered:sprintf	do_shoot
streaks in from	src/act.offensive.c:983	buffered:sprintf	do_shoot
Interesting direction.	src/act.offensive.c:994	send_to_char	do_shoot
realizes it's a losing cause and gracefully attempts to	src/act.offensive.c:1062	buffered:sprintf	do_retreat
is cornered and fails to	src/act.offensive.c:1072	buffered:sprintf	do_retreat
is cornered and fails to	src/act.offensive.c:1080	buffered:sprintf	do_retreat
You're too busy right now!	src/act.offensive.c:1098	send_to_char	do_subdue
Subdue who?	src/act.offensive.c:1103	send_to_char	do_subdue
Aren't we funny today...	src/act.offensive.c:1108	send_to_char	do_subdue
failed to subdue you because	src/act.offensive.c:1130	buffered:sprintf	do_subdue
is not an Outlaw.	src/act.offensive.c:1130	buffered:sprintf	do_subdue
Haha.. Don't think so.	src/act.offensive.c:1137	send_to_char	do_subdue
What's the point of doing that now?	src/act.offensive.c:1142	send_to_char	do_subdue
misses a blow to the back of your head.	src/act.offensive.c:1162	act	do_subdue
avoids your misplaced blow to the back of	src/act.offensive.c:1164	act	do_subdue
's misplaced blow to the back of	src/act.offensive.c:1166	act	do_subdue
Someone sneaks up behind you and knocks you out!	src/act.offensive.c:1172	send_to_char	do_subdue
You knock	src/act.offensive.c:1174	act	do_subdue
out cold.	src/act.offensive.c:1174	act	do_subdue
knocks out	src/act.offensive.c:1175	act	do_subdue
with a well-placed blow to the back of the head.	src/act.offensive.c:1175	act	do_subdue
You have no idea how.	src/act.offensive.c:1194	send_to_char	do_sleeper
Sleeper who?	src/act.offensive.c:1225	send_to_char	do_sleeper
Can't get to sleep fast enough, huh?	src/act.offensive.c:1230	send_to_char	do_sleeper
You can not sleeper them because you are not an Outlaw!	src/act.offensive.c:1236	send_to_char	do_sleeper
failed to sleeper you because	src/act.offensive.c:1237	buffered:sprintf	do_sleeper
is not an Outlaw.	src/act.offensive.c:1237	buffered:sprintf	do_sleeper
Ha Ha. Don't think so.	src/act.offensive.c:1250	send_to_char	do_sleeper
What's the point of doing that now?	src/act.offensive.c:1255	send_to_char	do_sleeper
in a sleeper hold but fail!	src/act.offensive.c:1272	act	do_sleeper
tries to put a sleeper hold on you, but you break free!	src/act.offensive.c:1273	act	do_sleeper
in a sleeper hold...	src/act.offensive.c:1274	act	do_sleeper
tries to put	src/act.offensive.c:1274	act	do_sleeper
in a sleeper hold.	src/act.offensive.c:1277	act	do_sleeper
You feel very sleepy... Zzzzz..	src/act.offensive.c:1278	act	do_sleeper
in a sleeper hold.	src/act.offensive.c:1279	act	do_sleeper
goes to sleep.	src/act.offensive.c:1280	act	do_sleeper
What's that, idiot-san?	src/act.offensive.c:1303	send_to_char	do_neckbreak
I don't see them here.	src/act.offensive.c:1317	send_to_char	do_neckbreak
Haha.. Don't think so.	src/act.offensive.c:1323	send_to_char	do_neckbreak
Aren't we funny today...	src/act.offensive.c:1330	send_to_char	do_neckbreak
You haven't the energy to do this!	src/act.offensive.c:1349	send_to_char	do_neckbreak
is too strong!	src/act.offensive.c:1361	act	do_neckbreak
neck, but	src/act.offensive.c:1361	act	do_neckbreak
tries to break your neck, but can't!	src/act.offensive.c:1363	act	do_neckbreak
's neck, but	src/act.offensive.c:1365	act	do_neckbreak
slips free!	src/act.offensive.c:1365	act	do_neckbreak
tries to break	src/act.offensive.c:1365	act	do_neckbreak
Ambush who?	src/act.offensive.c:1463	send_to_char	do_ambush
You'd better not.	src/act.offensive.c:1469	send_to_char	do_ambush
You are a little busy for that right now!	src/act.offensive.c:1475	send_to_char	do_ambush
Ambush yourself? You idiot!	src/act.offensive.c:1481	send_to_char	do_ambush
Ambush someone here? Impossible!	src/act.offensive.c:1490	send_to_char	do_ambush
They're too alert for that, currently.	src/act.offensive.c:1496	send_to_char	do_ambush
Type REALLYQUIT to quit the game and lose your eq.	src/act.other.c:126	send_to_char	do_quit
Return to the temple and QUIT to leave the game and keep your equipment.	src/act.other.c:127	send_to_char	do_quit
You can type RECALL to return to your temple.	src/act.other.c:130	send_to_char	do_quit
has left the game.	src/act.other.c:134	act	do_quit
has quit the game.	src/act.other.c:135	buffered:sprintf	do_quit
has quit out of a save room.	src/act.other.c:171	buffered:sprintf	do_quit
Okay, you'll try to move silently for a while.	src/act.other.c:225	send_to_char	do_sneak
Hide in the water? Don't think so.	src/act.other.c:271	send_to_char	do_hide
You are completely exposed here, nowhere to hide!	src/act.other.c:277	send_to_char	do_hide
You attempt to practice the art of kabuki.	src/act.other.c:284	send_to_char	do_hide
You attempt to hide yourself.	src/act.other.c:286	send_to_char	do_hide
Steal what from who?	src/act.other.c:332	send_to_char	do_steal
Come on now, that's rather stupid!	src/act.other.c:337	send_to_char	do_steal
You can not steal from	src/act.other.c:354	buffered:sprintf	do_steal
because you are not an Outlaw!	src/act.other.c:354	buffered:sprintf	do_steal
failed to steal from you because	src/act.other.c:357	buffered:sprintf	do_steal
is not an Outlaw!	src/act.other.c:357	buffered:sprintf	do_steal
hasn't got that item.	src/act.other.c:402	act	do_steal
Steal the equipment now? Impossible!	src/act.other.c:409	send_to_char	do_steal
, but fail!	src/act.other.c:415	act	do_steal
, but fails!	src/act.other.c:417	act	do_steal
tries to steal	src/act.other.c:417	act	do_steal
You unequip	src/act.other.c:437	act	do_steal
and steal it.	src/act.other.c:437	act	do_steal
You cannot carry that much.	src/act.other.c:445	send_to_char	do_steal
You cannot carry that much.	src/act.other.c:489	send_to_char	do_steal
Bingo! You got	src/act.other.c:515	buffered:sprintf	do_steal
You manage to swipe a solitary gold coin.	src/act.other.c:520	send_to_char	do_steal
You couldn't get any gold...	src/act.other.c:524	send_to_char	do_steal
unsuccessfuly tried to steal from	src/act.other.c:534	buffered:sprintf	do_steal
is now a member of your group.	src/act.other.c:631	act	perform_group
's group.	src/act.other.c:632	act	perform_group
You are now a member of	src/act.other.c:632	act	perform_group
's group.	src/act.other.c:633	act	perform_group
is now a member of	src/act.other.c:633	act	perform_group
(Head of group)	src/act.other.c:653	buffered:sprintf	print_group
[---H ---M ---V] [-- --]	src/act.other.c:669	buffered:sprintf	print_group
You can not enroll group members without being head of a group.	src/act.other.c:701	act	do_group
must follow you to enter your group.	src/act.other.c:722	act	do_group
is no longer a member of your group.	src/act.other.c:731	act	do_group
's group!	src/act.other.c:733	act	do_group
You have been kicked out of	src/act.other.c:733	act	do_group
's group!	src/act.other.c:735	act	do_group
has been kicked out of	src/act.other.c:735	act	do_group
is no longer a member of your group.	src/act.other.c:788	act	do_ungroup
's group!	src/act.other.c:789	act	do_ungroup
You have been kicked out of	src/act.other.c:789	act	do_ungroup
's group!	src/act.other.c:790	act	do_ungroup
has been kicked out of	src/act.other.c:790	act	do_ungroup
Heh, heh, heh.. we are jolly funny today, eh?	src/act.other.c:998	send_to_char	do_wimpy
You have the following autos set:	src/act.other.c:1308	buffered:sprintf	do_auto
is already on	src/act.other.c:1644	act	do_yank
is is no position to be yanked around!	src/act.other.c:1652	act	do_yank
You yank	src/act.other.c:1656	act	do_yank
yanks you to your feet.	src/act.other.c:1657	act	do_yank
Your skill in	src/act.other.c:1721	buffered:sprintf	improve_skill
improves.	src/act.other.c:1721	buffered:sprintf	improve_skill
Okay, you'll try to move silently for a while.	src/act.other.c:1762	send_to_char	do_stealth
With a toss of the dice,	src/act.other.c:1945	buffered:sprintf	do_roll
accuses you of fighting like a woman!	src/act.social.c:171	act	do_insult
says that women can't fight.	src/act.social.c:173	act	do_insult
accuses you of having the smallest... (brain?)	src/act.social.c:176	act	do_insult
tells you that you'd lose a beauty contest against a troll.	src/act.social.c:179	act	do_insult
calls your mother a bitch!	src/act.social.c:184	act	do_insult
tells you to get lost!	src/act.social.c:187	act	do_insult
Can't open socials file '	src/act.social.c:229	buffered:sprintf	boot_social_messages
' in social file	src/act.social.c:246	buffered:sprintf	boot_social_messages
Unknown social '	src/act.social.c:246	buffered:sprintf	boot_social_messages
disappears in a puff of smoke.	src/act.wizard.c:287	buffered:strcpy	do_goto
appears with an ear-splitting bang.	src/act.wizard.c:301	buffered:strcpy	do_goto
disappears in a blaze of hellfire!	src/act.wizard.c:329	act	do_trans
arrives from a puff of smoke.	src/act.wizard.c:337	act	do_trans
has transferred you!	src/act.wizard.c:338	act	do_trans
I think not.	src/act.wizard.c:343	send_to_char	do_trans
disappears in a mushroom cloud.	src/act.wizard.c:352	act	do_trans
arrives from a puff of smoke.	src/act.wizard.c:355	act	do_trans
has transferred you!	src/act.wizard.c:356	act	do_trans
disappears in a puff of smoke.	src/act.wizard.c:384	act	do_teleport
arrives from a puff of smoke.	src/act.wizard.c:387	act	do_teleport
has teleported you!	src/act.wizard.c:388	act	do_teleport
, Flags:	src/act.wizard.c:432	buffered:sprintf	do_stat_room
SpecProc:	src/act.wizard.c:432	buffered:sprintf	do_stat_room
, SpecProc:	src/act.wizard.c:531	buffered:sprintf	do_stat_object
Hours left: Infinite	src/act.wizard.c:584	buffered:strcpy	do_stat_object
Hours left: [	src/act.wizard.c:586	buffered:sprintf	do_stat_object
Spells: (Level	src/act.wizard.c:590	buffered:sprintf	do_stat_object
) charges remaining	src/act.wizard.c:596	buffered:sprintf	do_stat_object
at level	src/act.wizard.c:596	buffered:sprintf	do_stat_object
, Message type:	src/act.wizard.c:601	buffered:sprintf	do_stat_object
AC-apply: [	src/act.wizard.c:606	buffered:sprintf	do_stat_object
, - Hitpoints:	src/act.wizard.c:609	buffered:sprintf	do_stat_object
, Corpse:	src/act.wizard.c:614	buffered:sprintf	do_stat_object
, Key Num:	src/act.wizard.c:614	buffered:sprintf	do_stat_object
, Lock Type:	src/act.wizard.c:614	buffered:sprintf	do_stat_object
Capacity:	src/act.wizard.c:614	buffered:sprintf	do_stat_object
, Contains:	src/act.wizard.c:621	buffered:sprintf	do_stat_object
, Liquid:	src/act.wizard.c:621	buffered:sprintf	do_stat_object
, Poisoned:	src/act.wizard.c:621	buffered:sprintf	do_stat_object
Capacity:	src/act.wizard.c:621	buffered:sprintf	do_stat_object
, Poisoned:	src/act.wizard.c:632	buffered:sprintf	do_stat_object
Makes full:	src/act.wizard.c:632	buffered:sprintf	do_stat_object
Values 0-3: [	src/act.wizard.c:639	buffered:sprintf	do_stat_object
casts permanent	src/act.wizard.c:680	buffered:sprintf	do_stat_object
NEUTRAL-SEX	src/act.wizard.c:710	buffered:strcpy	do_stat_character
ILLEGAL-SEX!!	src/act.wizard.c:713	buffered:strcpy	do_stat_character
, VNum: [	src/act.wizard.c:722	buffered:sprintf	do_stat_character
Monster Class:	src/act.wizard.c:737	buffered:strcpy	do_stat_character
Created: [	src/act.wizard.c:758	buffered:sprintf	do_stat_character
], Last Logon: [	src/act.wizard.c:758	buffered:sprintf	do_stat_character
Hometown: [	src/act.wizard.c:768	buffered:sprintf	do_stat_character
], (STL[	src/act.wizard.c:768	buffered:sprintf	do_stat_character
], Speaks: [	src/act.wizard.c:768	buffered:sprintf	do_stat_character
XP to level: [	src/act.wizard.c:777	buffered:sprintf	do_stat_character
Last Death: [	src/act.wizard.c:784	buffered:sprintf	do_stat_character
] * Hit p.: [	src/act.wizard.c:798	buffered:sprintf	do_stat_character
] Int: [	src/act.wizard.c:798	buffered:sprintf	do_stat_character
] * Mana p.: [	src/act.wizard.c:807	buffered:sprintf	do_stat_character
] Wis: [	src/act.wizard.c:807	buffered:sprintf	do_stat_character
] * Move p.: [	src/act.wizard.c:816	buffered:sprintf	do_stat_character
] Cha: [	src/act.wizard.c:816	buffered:sprintf	do_stat_character
, Fighting:	src/act.wizard.c:849	buffered:sprintf	do_stat_character
, Attack type:	src/act.wizard.c:853	buffered:strcat	do_stat_character
, Connected:	src/act.wizard.c:858	buffered:strcat	do_stat_character
NPC flags:	src/act.wizard.c:879	buffered:sprintf	do_stat_character
Racial Hatreds:	src/act.wizard.c:894	buffered:sprintf	do_stat_character
Poofout:	src/act.wizard.c:902	buffered:sprintf	do_stat_character
, NPC Bare Hand Dam:	src/act.wizard.c:908	buffered:sprintf	do_stat_character
Mob Spec-Proc:	src/act.wizard.c:908	buffered:sprintf	do_stat_character
, items:	src/act.wizard.c:913	buffered:sprintf	do_stat_character
Carried: weight:	src/act.wizard.c:913	buffered:sprintf	do_stat_character
, Tattoo:	src/act.wizard.c:928	buffered:sprintf	do_stat_character
Hunting:	src/act.wizard.c:936	buffered:sprintf	do_stat_character
, Followers are:	src/act.wizard.c:948	buffered:sprintf	do_stat_character
Master is:	src/act.wizard.c:948	buffered:sprintf	do_stat_character
(GC) Shutdown by	src/act.wizard.c:1086	buffered:sprintf	do_shutdown
Shutting down.	src/act.wizard.c:1088	send_to_all	do_shutdown
(GC) Reboot by	src/act.wizard.c:1091	buffered:sprintf	do_shutdown
Rebooting.. come back in a minute or two.	src/act.wizard.c:1093	send_to_all	do_shutdown
(GC) Shutdown by	src/act.wizard.c:1097	buffered:sprintf	do_shutdown
